AssetID,Asset Name,AssetSerial,Color,StandardCost,ListPrice,Size,ModifiedDate
8792,Asset 8792,261,0,$172.00 ,,08-01-2012 00:00,
8793,Asset 8793,251,0,$683.00 ,,08-01-2012 00:00,
8794,Asset 8794,253,0,$780.00 ,,08-01-2012 00:00,
8795,Asset 8795,255,0,$671.00 ,,08-01-2012 00:00,
8796,Asset 8796,256,0,$731.00 ,,08-01-2012 00:00,
8797,Asset 8797,259,0,$332.00 ,,08-01-2012 00:00,
8798,Asset 8798,260,0,$962.00 ,,08-01-2012 00:00,
8799,Asset 8799,258,0,$94.00 ,,08-01-2012 00:00,
8800,Asset 8800,254,0,$425.00 ,,08-01-2012 00:00,
8801,Asset 8801,257,0,$555.00 ,,08-01-2012 00:00,
8802,Asset 8802,261,0,$524.00 ,,08-01-2012 00:00,
8803,Asset 8803,251,0,$259.00 ,,08-01-2012 00:00,
8804,Asset 8804,253,0,$520.00 ,,18-01-2012 00:00,
8805,Asset 8805,255,0,$961.00 ,,08-01-2012 00:00,
8806,Asset 8806,256,0,$188.00 ,,08-01-2012 00:00,
8807,Asset 8807,252,0,$668.00 ,,08-01-2012 00:00,
8808,Asset 8808,260,0,$600.00 ,,08-01-2012 00:00,
8809,Asset 8809,258,0,$687.00 ,,10-01-2012 00:00,
8810,Asset 8810,254,0,$286.00 ,,10-01-2012 00:00,
8811,Asset 8811,257,0,$735.00 ,,10-01-2012 00:00,
8812,Asset 8812,261,0,$334.00 ,,10-01-2012 00:00,
8813,Asset 8813,250,0,$26.00 ,,10-01-2012 00:00,
8814,Asset 8814,253,0,$222.00 ,,10-01-2012 00:00,
8815,Asset 8815,255,0,$794.00 ,,10-01-2012 00:00,
8816,Asset 8816,256,0,$168.00 ,,09-01-2012 00:00,
8817,Asset 8817,259,0,$297.00 ,,09-01-2012 00:00,
8818,Asset 8818,260,0,$288.00 ,,09-01-2012 00:00,
8819,Asset 8819,258,0,$551.00 ,,09-01-2012 00:00,
8820,Asset 8820,254,0,$34.00 ,,10-01-2012 00:00,
8821,Asset 8821,252,0,$212.00 ,,10-01-2012 00:00,
8822,Asset 8822,261,0,$834.00 ,,10-01-2012 00:00,
8823,Asset 8823,251,0,$339.00 ,,10-01-2012 00:00,
8824,Asset 8824,253,0,$100.00 ,,10-01-2012 00:00,
8825,Asset 8825,255,0,$322.00 ,,10-01-2012 00:00,
8826,Asset 8826,256,0,$824.00 ,,10-01-2012 00:00,
8827,Asset 8827,259,0,$261.00 ,,10-01-2012 00:00,
8828,Asset 8828,260,0,$145.00 ,,10-01-2012 00:00,
8829,Asset 8829,258,0,$304.00 ,,10-01-2012 00:00,
8830,Asset 8830,254,0,$985.00 ,,10-01-2012 00:00,
8831,Asset 8831,257,0,$368.00 ,,10-01-2012 00:00,
8832,Asset 8832,261,0,$23.00 ,,10-01-2012 00:00,
8833,Asset 8833,251,0,$103.00 ,,10-01-2012 00:00,
8834,Asset 8834,253,0,$37.00 ,,10-01-2012 00:00,
8835,Asset 8835,255,0,$96.00 ,,10-01-2012 00:00,
8836,Asset 8836,256,0,$321.00 ,,10-01-2012 00:00,
8837,Asset 8837,259,0,$19.00 ,,09-01-2012 00:00,
8838,Asset 8838,260,0,$718.00 ,,09-01-2012 00:00,
8839,Asset 8839,258,0,$178.00 ,,09-01-2012 00:00,
8840,Asset 8840,254,0,$868.00 ,,09-01-2012 00:00,
8841,Asset 8841,257,0,$172.00 ,,09-01-2012 00:00,
8842,Asset 8842,261,0,$546.00 ,,09-01-2012 00:00,
8843,Asset 8843,251,0,$155.00 ,,09-01-2012 00:00,
8844,Asset 8844,253,0,$285.00 ,,09-01-2012 00:00,
8845,Asset 8845,252,0,$577.00 ,,09-01-2012 00:00,
8846,Asset 8846,256,0,$63.00 ,,09-01-2012 00:00,
8847,Asset 8847,259,0,$270.00 ,,09-01-2012 00:00,
8848,Asset 8848,260,0,$187.00 ,,09-01-2012 00:00,
8849,Asset 8849,258,0,$266.00 ,,09-01-2012 00:00,
8850,Asset 8850,254,0,$98.00 ,,10-01-2012 00:00,
8851,Asset 8851,257,0,$503.00 ,,10-01-2012 00:00,
8852,Asset 8852,261,0,$547.00 ,,09-01-2012 00:00,
8853,Asset 8853,251,0,$151.00 ,,09-01-2012 00:00,
8854,Asset 8854,253,0,$931.00 ,,09-01-2012 00:00,
8855,Asset 8855,255,0,$301.00 ,,09-01-2012 00:00,
8856,Asset 8856,252,0,$559.00 ,,12-01-2012 00:00,
8857,Asset 8857,259,0,$504.00 ,,12-01-2012 00:00,
8858,Asset 8858,260,0,$177.00 ,,12-01-2012 00:00,
8859,Asset 8859,258,0,$951.00 ,,12-01-2012 00:00,
8860,Asset 8860,250,0,$915.00 ,,12-01-2012 00:00,
8861,Asset 8861,257,0,$672.00 ,,12-01-2012 00:00,
8862,Asset 8862,261,0,$98.00 ,,12-01-2012 00:00,
8863,Asset 8863,251,0,$578.00 ,,12-01-2012 00:00,
8864,Asset 8864,253,0,$327.00 ,,10-01-2012 00:00,
8865,Asset 8865,257,0,$480.00 ,,10-01-2012 00:00,
8866,Asset 8866,261,0,$177.00 ,,10-01-2012 00:00,
8867,Asset 8867,251,0,$219.00 ,,10-01-2012 00:00,
8868,Asset 8868,253,0,$165.00 ,,10-01-2012 00:00,
8869,Asset 8869,255,0,$775.00 ,,12-01-2012 00:00,
8870,Asset 8870,256,0,$194.00 ,,12-01-2012 00:00,
8871,Asset 8871,259,0,$692.00 ,,12-01-2012 00:00,
8872,Asset 8872,260,0,$292.00 ,,12-01-2012 00:00,
8873,Asset 8873,258,0,$564.00 ,,12-01-2012 00:00,
8874,Asset 8874,254,0,$677.00 ,,12-01-2012 00:00,
8875,Asset 8875,257,0,$888.00 ,,12-01-2012 00:00,
8876,Asset 8876,261,0,$61.00 ,,12-01-2012 00:00,
8877,Asset 8877,251,0,$364.00 ,,12-01-2012 00:00,
8878,Asset 8878,253,0,$866.00 ,,12-01-2012 00:00,
8879,Asset 8879,255,0,$813.00 ,,12-01-2012 00:00,
8880,Asset 8880,256,0,$186.00 ,,12-01-2012 00:00,
8881,Asset 8881,259,0,$379.00 ,,12-01-2012 00:00,
8882,Asset 8882,250,0,$296.00 ,,12-01-2012 00:00,
8883,Asset 8883,258,0,$482.00 ,,12-01-2012 00:00,
8884,Asset 8884,254,0,$950.00 ,,12-01-2012 00:00,
8885,Asset 8885,257,0,$794.00 ,,12-01-2012 00:00,
8886,Asset 8886,261,1,$130.00 ,,10-01-2012 00:00,
8887,Asset 8887,251,0,$599.00 ,,10-01-2012 00:00,
8888,Asset 8888,253,0,$778.00 ,,10-01-2012 00:00,
8889,Asset 8889,255,0,$620.00 ,,10-01-2012 00:00,
8890,Asset 8890,256,0,$347.00 ,,10-01-2012 00:00,
8891,Asset 8891,259,0,$766.00 ,,10-01-2012 00:00,
8892,Asset 8892,260,0,$756.00 ,,10-01-2012 00:00,
8893,Asset 8893,250,0,$903.00 ,,10-01-2012 00:00,
8894,Asset 8894,254,0,$818.00 ,,10-01-2012 00:00,
8895,Asset 8895,257,0,$418.00 ,,10-01-2012 00:00,
8896,Asset 8896,261,0,$387.00 ,,10-01-2012 00:00,
8897,Asset 8897,251,0,$556.00 ,,10-01-2012 00:00,
8898,Asset 8898,253,0,$77.00 ,,10-01-2012 00:00,
8899,Asset 8899,255,0,$91.00 ,,12-01-2012 00:00,
8900,Asset 8900,256,0,$292.00 ,,12-01-2012 00:00,
8901,Asset 8901,259,0,$435.00 ,,10-01-2012 00:00,
8902,Asset 8902,260,0,$42.00 ,,10-01-2012 00:00,
8903,Asset 8903,258,0,$660.00 ,,10-01-2012 00:00,
8904,Asset 8904,254,0,$510.00 ,,10-01-2012 00:00,
8905,Asset 8905,257,0,$987.00 ,,12-01-2012 00:00,
8906,Asset 8906,261,0,$954.00 ,,12-01-2012 00:00,
8907,Asset 8907,251,0,$790.00 ,,12-01-2012 00:00,
8908,Asset 8908,253,0,$2.00 ,,12-01-2012 00:00,
8909,Asset 8909,255,0,$749.00 ,,12-01-2012 00:00,
8910,Asset 8910,256,0,$783.00 ,,12-01-2012 00:00,
8911,Asset 8911,252,0,$320.00 ,,11-01-2012 00:00,
8912,Asset 8912,260,0,$983.00 ,,11-01-2012 00:00,
8913,Asset 8913,258,0,$894.00 ,,12-01-2012 00:00,
8914,Asset 8914,254,0,$547.00 ,,12-01-2012 00:00,
8915,Asset 8915,257,0,$493.00 ,,12-01-2012 00:00,
8916,Asset 8916,261,0,$298.00 ,,12-01-2012 00:00,
8917,Asset 8917,250,0,$871.00 ,,12-01-2012 00:00,
8918,Asset 8918,253,0,$812.00 ,,12-01-2012 00:00,
8919,Asset 8919,255,0,$196.00 ,,12-01-2012 00:00,
8920,Asset 8920,256,0,$548.00 ,,12-01-2012 00:00,
8921,Asset 8921,259,0,$195.00 ,,12-01-2012 00:00,
8922,Asset 8922,260,0,$497.00 ,,12-01-2012 00:00,
8923,Asset 8923,258,0,$442.00 ,,12-01-2012 00:00,
8924,Asset 8924,254,0,$101.00 ,,12-01-2012 00:00,
8925,Asset 8925,252,0,$625.00 ,,12-01-2012 00:00,
8926,Asset 8926,261,0,$822.00 ,,12-01-2012 00:00,
8927,Asset 8927,251,0,$924.00 ,,12-01-2012 00:00,
8928,Asset 8928,253,0,$202.00 ,,12-01-2012 00:00,
8929,Asset 8929,255,0,$59.00 ,,12-01-2012 00:00,
8930,Asset 8930,256,0,$887.00 ,,12-01-2012 00:00,
8931,Asset 8931,252,0,$707.00 ,,11-01-2012 00:00,
8932,Asset 8932,260,0,$845.00 ,,11-01-2012 00:00,
8933,Asset 8933,255,0,$36.00 ,,11-01-2012 00:00,
8934,Asset 8934,256,0,$5.00 ,,11-01-2012 00:00,
8935,Asset 8935,259,0,$249.00 ,,11-01-2012 00:00,
8936,Asset 8936,260,0,$538.00 ,,11-01-2012 00:00,
8937,Asset 8937,258,0,$506.00 ,,11-01-2012 00:00,
8938,Asset 8938,254,0,$302.00 ,,11-01-2012 00:00,
8939,Asset 8939,257,0,$331.00 ,,11-01-2012 00:00,
8940,Asset 8940,261,0,$843.00 ,,11-01-2012 00:00,
8941,Asset 8941,251,0,$423.00 ,,11-01-2012 00:00,
8942,Asset 8942,253,0,$794.00 ,,11-01-2012 00:00,
8943,Asset 8943,255,0,$423.00 ,,11-01-2012 00:00,
8944,Asset 8944,256,0,$481.00 ,,12-01-2012 00:00,
8945,Asset 8945,259,0,$449.00 ,,12-01-2012 00:00,
8946,Asset 8946,260,0,$812.00 ,,11-01-2012 00:00,
8947,Asset 8947,258,0,$556.00 ,,11-01-2012 00:00,
8948,Asset 8948,254,0,$719.00 ,,11-01-2012 00:00,
8949,Asset 8949,257,0,$254.00 ,,11-01-2012 00:00,
8950,Asset 8950,261,0,$2.00 ,,16-01-2012 00:00,
8951,Asset 8951,251,0,$138.00 ,,16-01-2012 00:00,
8952,Asset 8952,253,0,$331.00 ,,16-01-2012 00:00,
8953,Asset 8953,252,0,$693.00 ,,16-01-2012 00:00,
8954,Asset 8954,256,0,$592.00 ,,16-01-2012 00:00,
8955,Asset 8955,259,0,$441.00 ,,16-01-2012 00:00,
8956,Asset 8956,260,0,$450.00 ,,16-01-2012 00:00,
8957,Asset 8957,258,0,$904.00 ,,16-01-2012 00:00,
8958,Asset 8958,254,0,$779.00 ,,12-01-2012 00:00,
8959,Asset 8959,257,0,$100.00 ,,12-01-2012 00:00,
8960,Asset 8960,261,0,$72.00 ,,12-01-2012 00:00,
8961,Asset 8961,251,0,$90.00 ,,12-01-2012 00:00,
8962,Asset 8962,253,0,$363.00 ,,12-01-2012 00:00,
8963,Asset 8963,255,0,$540.00 ,,12-01-2012 00:00,
8964,Asset 8964,252,0,$305.00 ,,16-01-2012 00:00,
8965,Asset 8965,259,0,$172.00 ,,16-01-2012 00:00,
8966,Asset 8966,260,0,$653.00 ,,16-01-2012 00:00,
8967,Asset 8967,258,0,$155.00 ,,16-01-2012 00:00,
8968,Asset 8968,250,0,$907.00 ,,16-01-2012 00:00,
8969,Asset 8969,257,0,$945.00 ,,16-01-2012 00:00,
8970,Asset 8970,261,0,$223.00 ,,16-01-2012 00:00,
8971,Asset 8971,251,0,$164.00 ,,16-01-2012 00:00,
8972,Asset 8972,253,0,$491.00 ,,16-01-2012 00:00,
8973,Asset 8973,255,0,$4.00 ,,16-01-2012 00:00,
8974,Asset 8974,256,0,$367.00 ,,16-01-2012 00:00,
8975,Asset 8975,259,0,$917.00 ,,16-01-2012 00:00,
8976,Asset 8976,260,0,$793.00 ,,16-01-2012 00:00,
8977,Asset 8977,258,0,$864.00 ,,16-01-2012 00:00,
8978,Asset 8978,254,0,$714.00 ,,12-01-2012 00:00,
8979,Asset 8979,257,0,$481.00 ,,12-01-2012 00:00,
8980,Asset 8980,261,0,$991.00 ,,12-01-2012 00:00,
8981,Asset 8981,251,0,$846.00 ,,12-01-2012 00:00,
8982,Asset 8982,253,0,$82.00 ,,12-01-2012 00:00,
8983,Asset 8983,255,0,$120.00 ,,12-01-2012 00:00,
8984,Asset 8984,256,0,$550.00 ,,12-01-2012 00:00,
8985,Asset 8985,259,0,$78.00 ,,12-01-2012 00:00,
8986,Asset 8986,250,0,$761.00 ,,12-01-2012 00:00,
8987,Asset 8987,258,1,$126.00 ,,12-01-2012 00:00,
8988,Asset 8988,254,0,$519.00 ,,12-01-2012 00:00,
8989,Asset 8989,258,0,$860.00 ,,12-01-2012 00:00,
8990,Asset 8990,254,0,$686.00 ,,16-01-2012 00:00,
8991,Asset 8991,257,0,$198.00 ,,16-01-2012 00:00,
8992,Asset 8992,261,0,$844.00 ,,12-01-2012 00:00,
8993,Asset 8993,257,0,$443.00 ,,12-01-2012 00:00,
8994,Asset 8994,261,0,$138.00 ,,12-01-2012 00:00,
8995,Asset 8995,251,0,$319.00 ,,12-01-2012 00:00,
8996,Asset 8996,253,0,$455.00 ,,14-01-2012 00:00,
8997,Asset 8997,250,0,$68.00 ,,14-01-2012 00:00,
8998,Asset 8998,253,0,$866.00 ,,14-01-2012 00:00,
8999,Asset 8999,255,0,$788.00 ,,14-01-2012 00:00,
9000,Asset 9000,256,0,$25.00 ,,14-01-2012 00:00,
9001,Asset 9001,255,0,$206.00 ,,14-01-2012 00:00,
9002,Asset 9002,256,0,$702.00 ,,14-01-2012 00:00,
9003,Asset 9003,259,0,$999.00 ,,14-01-2012 00:00,
9004,Asset 9004,260,0,$371.00 ,,14-01-2012 00:00,
9005,Asset 9005,250,0,$400.00 ,,14-01-2012 00:00,
9006,Asset 9006,254,0,$372.00 ,,13-01-2012 00:00,
9007,Asset 9007,257,0,$636.00 ,,13-01-2012 00:00,
9008,Asset 9008,261,0,$718.00 ,,13-01-2012 00:00,
9009,Asset 9009,251,0,$267.00 ,,13-01-2012 00:00,
9010,Asset 9010,253,0,$724.00 ,,13-01-2012 00:00,
9011,Asset 9011,255,0,$23.00 ,,13-01-2012 00:00,
9012,Asset 9012,256,0,$538.00 ,,13-01-2012 00:00,
9013,Asset 9013,259,0,$829.00 ,,14-01-2012 00:00,
9014,Asset 9014,260,0,$861.00 ,,14-01-2012 00:00,
9015,Asset 9015,258,0,$479.00 ,,14-01-2012 00:00,
9016,Asset 9016,254,0,$934.00 ,,14-01-2012 00:00,
9017,Asset 9017,257,0,$267.00 ,,14-01-2012 00:00,
9018,Asset 9018,261,0,$333.00 ,,14-01-2012 00:00,
9019,Asset 9019,251,0,$552.00 ,,14-01-2012 00:00,
9020,Asset 9020,253,0,$162.00 ,,14-01-2012 00:00,
9021,Asset 9021,255,0,$396.00 ,,14-01-2012 00:00,
9022,Asset 9022,256,0,$758.00 ,,14-01-2012 00:00,
9023,Asset 9023,252,0,$108.00 ,,14-01-2012 00:00,
9024,Asset 9024,260,0,$377.00 ,,14-01-2012 00:00,
9025,Asset 9025,258,0,$667.00 ,,14-01-2012 00:00,
9026,Asset 9026,254,0,$177.00 ,,14-01-2012 00:00,
9027,Asset 9027,257,0,$189.00 ,,14-01-2012 00:00,
9028,Asset 9028,261,0,$498.00 ,,14-01-2012 00:00,
9029,Asset 9029,250,0,$551.00 ,,14-01-2012 00:00,
9030,Asset 9030,253,0,$551.00 ,,13-01-2012 00:00,
9031,Asset 9031,255,0,$556.00 ,,13-01-2012 00:00,
9032,Asset 9032,256,0,$673.00 ,,13-01-2012 00:00,
9033,Asset 9033,259,0,$485.00 ,,13-01-2012 00:00,
9034,Asset 9034,260,0,$84.00 ,,13-01-2012 00:00,
9035,Asset 9035,258,0,$16.00 ,,13-01-2012 00:00,
9036,Asset 9036,254,0,$641.00 ,,13-01-2012 00:00,
9037,Asset 9037,259,0,$575.00 ,,13-01-2012 00:00,
9038,Asset 9038,260,0,$968.00 ,,13-01-2012 00:00,
9039,Asset 9039,258,0,$375.00 ,,13-01-2012 00:00,
9040,Asset 9040,254,0,$830.00 ,,13-01-2012 00:00,
9041,Asset 9041,252,0,$846.00 ,,13-01-2012 00:00,
9042,Asset 9042,261,0,$707.00 ,,13-01-2012 00:00,
9043,Asset 9043,251,0,$871.00 ,,14-01-2012 00:00,
9044,Asset 9044,253,0,$528.00 ,,14-01-2012 00:00,
9045,Asset 9045,255,0,$809.00 ,,13-01-2012 00:00,
9046,Asset 9046,256,0,$724.00 ,,13-01-2012 00:00,
9047,Asset 9047,259,0,$258.00 ,,13-01-2012 00:00,
9048,Asset 9048,260,0,$447.00 ,,13-01-2012 00:00,
9049,Asset 9049,252,0,$561.00 ,,14-01-2012 00:00,
9050,Asset 9050,261,0,$58.00 ,,14-01-2012 00:00,
9051,Asset 9051,251,0,$544.00 ,,14-01-2012 00:00,
9052,Asset 9052,253,0,$623.00 ,,14-01-2012 00:00,
9053,Asset 9053,255,0,$358.00 ,,14-01-2012 00:00,
9054,Asset 9054,256,0,$665.00 ,,14-01-2012 00:00,
9055,Asset 9055,259,0,$149.00 ,,14-01-2012 00:00,
9056,Asset 9056,260,0,$538.00 ,,14-01-2012 00:00,
9057,Asset 9057,258,0,$365.00 ,,14-01-2012 00:00,
9058,Asset 9058,254,0,$66.00 ,,14-01-2012 00:00,
9059,Asset 9059,257,0,$494.00 ,,14-01-2012 00:00,
9060,Asset 9060,261,0,$553.00 ,,20-01-2012 00:00,
9061,Asset 9061,251,0,$673.00 ,,20-01-2012 00:00,
9062,Asset 9062,253,0,$101.00 ,,20-01-2012 00:00,
9063,Asset 9063,255,0,$691.00 ,,20-01-2012 00:00,
9064,Asset 9064,256,0,$393.00 ,,20-01-2012 00:00,
9065,Asset 9065,259,0,$365.00 ,,20-01-2012 00:00,
9066,Asset 9066,260,1,$333.00 ,,20-01-2012 00:00,
9067,Asset 9067,258,0,$862.00 ,,20-01-2012 00:00,
9068,Asset 9068,254,0,$315.00 ,,20-01-2012 00:00,
9069,Asset 9069,257,0,$823.00 ,,20-01-2012 00:00,
9070,Asset 9070,261,0,$37.00 ,,20-01-2012 00:00,
9071,Asset 9071,251,1,$657.00 ,,20-01-2012 00:00,
9072,Asset 9072,253,0,$365.00 ,,20-01-2012 00:00,
9073,Asset 9073,252,0,$632.00 ,,20-01-2012 00:00,
9074,Asset 9074,256,0,$592.00 ,,20-01-2012 00:00,
9075,Asset 9075,259,0,$87.00 ,,20-01-2012 00:00,
9076,Asset 9076,260,1,$575.00 ,13-01-1900 00:00,20-01-2012 00:00,
9077,Asset 9077,258,0,$213.00 ,,20-01-2012 00:00,
9078,Asset 9078,254,0,$412.00 ,,20-01-2012 00:00,
9079,Asset 9079,257,0,$188.00 ,,20-01-2012 00:00,
9080,Asset 9080,261,0,$861.00 ,,20-01-2012 00:00,
9081,Asset 9081,258,0,$875.00 ,,20-01-2012 00:00,
9082,Asset 9082,254,0,$366.00 ,,20-01-2012 00:00,
9083,Asset 9083,257,0,$710.00 ,,20-01-2012 00:00,
9084,Asset 9084,261,0,$914.00 ,,20-01-2012 00:00,
9085,Asset 9085,251,0,$554.00 ,,20-01-2012 00:00,
9086,Asset 9086,253,1,$53.00 ,,20-01-2012 00:00,
9087,Asset 9087,255,0,$774.00 ,,20-01-2012 00:00,
9088,Asset 9088,256,0,$841.00 ,,20-01-2012 00:00,
9089,Asset 9089,251,0,$249.00 ,,20-01-2012 00:00,
9090,Asset 9090,253,0,$116.00 ,,20-01-2012 00:00,
9091,Asset 9091,255,1,$801.00 ,,20-01-2012 00:00,
9092,Asset 9092,252,0,$210.00 ,,20-01-2012 00:00,
9093,Asset 9093,259,0,$650.00 ,,20-01-2012 00:00,
9094,Asset 9094,260,0,$498.00 ,,20-01-2012 00:00,
9095,Asset 9095,258,0,$516.00 ,,20-01-2012 00:00,
9096,Asset 9096,250,0,$388.00 ,,14-01-2012 00:00,
9097,Asset 9097,257,0,$66.00 ,,14-01-2012 00:00,
9098,Asset 9098,261,0,$142.00 ,,14-01-2012 00:00,
9099,Asset 9099,251,0,$245.00 ,,14-01-2012 00:00,
9100,Asset 9100,253,0,$385.00 ,,14-01-2012 00:00,
9101,Asset 9101,255,0,$880.00 ,,14-01-2012 00:00,
9102,Asset 9102,256,0,$220.00 ,,14-01-2012 00:00,
9103,Asset 9103,259,0,$667.00 ,,14-01-2012 00:00,
9104,Asset 9104,260,1,$864.00 ,,14-01-2012 00:00,
9105,Asset 9105,259,0,$114.00 ,,14-01-2012 00:00,
9106,Asset 9106,260,0,$639.00 ,,14-01-2012 00:00,
9107,Asset 9107,258,0,$503.00 ,,14-01-2012 00:00,
9108,Asset 9108,254,0,$665.00 ,,14-01-2012 00:00,
9109,Asset 9109,257,2,$805.00 ,,14-01-2012 00:00,
9110,Asset 9110,261,0,$267.00 ,,14-01-2012 00:00,
9111,Asset 9111,251,0,$220.00 ,,14-01-2012 00:00,
9112,Asset 9112,253,0,$448.00 ,,14-01-2012 00:00,
9113,Asset 9113,252,0,$374.00 ,,14-01-2012 00:00,
9114,Asset 9114,256,0,$771.00 ,,14-01-2012 00:00,
9115,Asset 9115,259,0,$825.00 ,,14-01-2012 00:00,
9116,Asset 9116,260,0,$106.00 ,,14-01-2012 00:00,
9117,Asset 9117,258,0,$904.00 ,,14-01-2012 00:00,
9118,Asset 9118,254,0,$47.00 ,,14-01-2012 00:00,
9119,Asset 9119,257,1,$390.00 ,,14-01-2012 00:00,
9120,Asset 9120,261,0,$865.00 ,,14-01-2012 00:00,
9121,Asset 9121,251,0,$926.00 ,,14-01-2012 00:00,
9122,Asset 9122,253,0,$415.00 ,,14-01-2012 00:00,
9123,Asset 9123,255,0,$674.00 ,,14-01-2012 00:00,
9124,Asset 9124,252,0,$804.00 ,,20-01-2012 00:00,
9125,Asset 9125,259,0,$305.00 ,,20-01-2012 00:00,
9126,Asset 9126,260,0,$416.00 ,,20-01-2012 00:00,
9127,Asset 9127,258,0,$342.00 ,,20-01-2012 00:00,
9128,Asset 9128,250,0,$637.00 ,,20-01-2012 00:00,
9129,Asset 9129,257,0,$171.00 ,,20-01-2012 00:00,
9130,Asset 9130,261,0,$741.00 ,,20-01-2012 00:00,
9131,Asset 9131,251,0,$678.00 ,,20-01-2012 00:00,
9132,Asset 9132,253,14,$664.00 ,,20-01-2012 00:00,
9133,Asset 9133,255,0,$792.00 ,,20-01-2012 00:00,
9134,Asset 9134,256,0,$947.00 ,,20-01-2012 00:00,
9135,Asset 9135,259,0,$308.00 ,,20-01-2012 00:00,
9136,Asset 9136,260,0,$626.00 ,,20-01-2012 00:00,
9137,Asset 9137,258,0,$265.00 ,,20-01-2012 00:00,
9138,Asset 9138,254,0,$449.00 ,,20-01-2012 00:00,
9139,Asset 9139,257,0,$717.00 ,,20-01-2012 00:00,
9140,Asset 9140,261,0,$324.00 ,,20-01-2012 00:00,
9141,Asset 9141,251,0,$783.00 ,,20-01-2012 00:00,
9142,Asset 9142,253,0,$574.00 ,,20-01-2012 00:00,
9143,Asset 9143,255,0,$974.00 ,,20-01-2012 00:00,
9144,Asset 9144,256,0,$692.00 ,,20-01-2012 00:00,
9145,Asset 9145,259,0,$203.00 ,,20-01-2012 00:00,
9146,Asset 9146,250,0,$291.00 ,,20-01-2012 00:00,
9147,Asset 9147,258,0,$834.00 ,,14-01-2012 00:00,
9148,Asset 9148,254,0,$684.00 ,,14-01-2012 00:00,
9149,Asset 9149,257,0,$610.00 ,,14-01-2012 00:00,
9150,Asset 9150,261,0,$353.00 ,,14-01-2012 00:00,
9151,Asset 9151,251,0,$307.00 ,,14-01-2012 00:00,
9152,Asset 9152,253,0,$339.00 ,,14-01-2012 00:00,
9153,Asset 9153,255,0,$101.00 ,,14-01-2012 00:00,
9154,Asset 9154,256,0,$381.00 ,,14-01-2012 00:00,
9155,Asset 9155,259,0,$797.00 ,,14-01-2012 00:00,
9156,Asset 9156,260,0,$422.00 ,,14-01-2012 00:00,
9157,Asset 9157,250,181,$911.00 ,,14-01-2012 00:00,
9158,Asset 9158,254,0,$771.00 ,,14-01-2012 00:00,
9159,Asset 9159,257,0,$133.00 ,,14-01-2012 00:00,
9160,Asset 9160,261,0,$336.00 ,,20-01-2012 00:00,
9161,Asset 9161,251,0,$221.00 ,,20-01-2012 00:00,
9162,Asset 9162,253,0,$615.00 ,,20-01-2012 00:00,
9163,Asset 9163,255,117,$771.00 ,,14-01-2012 00:00,
9164,Asset 9164,256,0,$345.00 ,,14-01-2012 00:00,
9165,Asset 9165,259,0,$207.00 ,,14-01-2012 00:00,
9166,Asset 9166,260,0,$402.00 ,,14-01-2012 00:00,
9167,Asset 9167,258,0,$735.00 ,,16-01-2012 00:00,
9168,Asset 9168,254,0,$635.00 ,,16-01-2012 00:00,
9169,Asset 9169,257,0,$585.00 ,,16-01-2012 00:00,
9170,Asset 9170,261,0,$686.00 ,,16-01-2012 00:00,
9171,Asset 9171,251,0,$831.00 ,,16-01-2012 00:00,
9172,Asset 9172,253,0,$411.00 ,,16-01-2012 00:00,
9173,Asset 9173,255,0,$823.00 ,,15-01-2012 00:00,
9174,Asset 9174,256,0,$902.00 ,,15-01-2012 00:00,
9175,Asset 9175,252,0,$139.00 ,,15-01-2012 00:00,
9176,Asset 9176,260,0,$885.00 ,,15-01-2012 00:00,
9177,Asset 9177,258,0,$878.00 ,,16-01-2012 00:00,
9178,Asset 9178,254,0,$37.00 ,,16-01-2012 00:00,
9179,Asset 9179,257,0,$250.00 ,,16-01-2012 00:00,
9180,Asset 9180,261,0,$209.00 ,,16-01-2012 00:00,
9181,Asset 9181,250,0,$244.00 ,,16-01-2012 00:00,
9182,Asset 9182,253,0,$631.00 ,,16-01-2012 00:00,
9183,Asset 9183,255,0,$815.00 ,,16-01-2012 00:00,
9184,Asset 9184,256,0,$914.00 ,,16-01-2012 00:00,
9185,Asset 9185,259,0,$339.00 ,,16-01-2012 00:00,
9186,Asset 9186,260,0,$235.00 ,,16-01-2012 00:00,
9187,Asset 9187,258,0,$905.00 ,,16-01-2012 00:00,
9188,Asset 9188,254,0,$226.00 ,,16-01-2012 00:00,
9189,Asset 9189,252,0,$700.00 ,,16-01-2012 00:00,
9190,Asset 9190,261,0,$600.00 ,,16-01-2012 00:00,
9191,Asset 9191,251,0,$23.00 ,,15-01-2012 00:00,
9192,Asset 9192,253,0,$663.00 ,,15-01-2012 00:00,
9193,Asset 9193,255,0,$829.00 ,,15-01-2012 00:00,
9194,Asset 9194,256,0,$175.00 ,,15-01-2012 00:00,
9195,Asset 9195,259,0,$599.00 ,,15-01-2012 00:00,
9196,Asset 9196,260,0,$397.00 ,,15-01-2012 00:00,
9197,Asset 9197,258,0,$134.00 ,,15-01-2012 00:00,
9198,Asset 9198,254,0,$196.00 ,,15-01-2012 00:00,
9199,Asset 9199,257,0,$724.00 ,,15-01-2012 00:00,
9200,Asset 9200,261,0,$970.00 ,,15-01-2012 00:00,
9201,Asset 9201,251,0,$525.00 ,,15-01-2012 00:00,
